len,state,sum
6,"[2, 4, 32, 64, 128, 512]",742
7,"[2, 4, 16, 16, 64, 128, 512]",742
8,"[2, 4, 8, 8, 16, 64, 128, 512]",742
6,"[4, 4, 32, 64, 128, 512]",744
7,"[2, 2, 4, 32, 64, 128, 512]",744
7,"[4, 4, 16, 16, 64, 128, 512]",744
8,"[2, 2, 4, 16, 16, 64, 128, 512]",744
8,"[4, 4, 8, 8, 16, 64, 128, 512]",744
6,"[2, 8, 32, 64, 128, 512]",746
7,"[2, 4, 4, 32, 64, 128, 512]",746
7,"[2, 8, 16, 16, 64, 128, 512]",746
8,"[2, 4, 4, 16, 16, 64, 128, 512]",746
6,"[4, 8, 32, 64, 128, 512]",748
7,"[2, 2, 8, 32, 64, 128, 512]",748
7,"[4, 4, 4, 32, 64, 128, 512]",748
7,"[4, 8, 16, 16, 64, 128, 512]",748
7,"[2, 4, 8, 32, 64, 128, 512]",750
7,"[4, 4, 8, 32, 64, 128, 512]",752
8,"[2, 2, 4, 8, 32, 64, 128, 512]",752
7,"[2, 8, 8, 32, 64, 128, 512]",754
8,"[2, 4, 4, 8, 32, 64, 128, 512]",754
7,"[2, 2, 16, 32, 64, 128, 512]",756
7,"[4, 8, 8, 32, 64, 128, 512]",756
8,"[2, 2, 8, 8, 32, 64, 128, 512]",756
8,"[4, 4, 4, 8, 32, 64, 128, 512]",756
7,"[2, 4, 16, 32, 64, 128, 512]",758
8,"[2, 4, 8, 8, 32, 64, 128, 512]",758
7,"[4, 4, 16, 32, 64, 128, 512]",760
8,"[2, 2, 4, 16, 32, 64, 128, 512]",760
8,"[4, 4, 8, 8, 32, 64, 128, 512]",760
7,"[2, 8, 16, 32, 64, 128, 512]",762
8,"[2, 4, 4, 16, 32, 64, 128, 512]",762
7,"[4, 8, 16, 32, 64, 128, 512]",764
8,"[2, 2, 8, 16, 32, 64, 128, 512]",764
8,"[4, 4, 4, 16, 32, 64, 128, 512]",764
8,"[2, 4, 8, 16, 32, 64, 128, 512]",766
8,"[4, 4, 8, 16, 32, 64, 128, 512]",768
9,"[2, 2, 4, 8, 16, 32, 64, 128, 512]",768
8,"[2, 8, 8, 16, 32, 64, 128, 512]",770
9,"[2, 4, 4, 8, 16, 32, 64, 128, 512]",770
8,"[2, 2, 16, 16, 32, 64, 128, 512]",772
8,"[4, 8, 8, 16, 32, 64, 128, 512]",772
9,"[2, 2, 8, 8, 16, 32, 64, 128, 512]",772
9,"[4, 4, 4, 8, 16, 32, 64, 128, 512]",772
7,"[2, 4, 32, 32, 64, 128, 512]",774
8,"[2, 4, 16, 16, 32, 64, 128, 512]",774
9,"[2, 4, 8, 8, 16, 32, 64, 128, 512]",774
7,"[2, 2, 4, 64, 64, 128, 512]",776
7,"[4, 4, 32, 32, 64, 128, 512]",776
8,"[2, 2, 4, 32, 32, 64, 128, 512]",776
8,"[4, 4, 16, 16, 32, 64, 128, 512]",776
9,"[2, 2, 4, 16, 16, 32, 64, 128, 512]",776
9,"[4, 4, 8, 8, 16, 32, 64, 128, 512]",776
6,"[2, 4, 4, 128, 128, 512]",778
6,"[2, 8, 64, 64, 128, 512]",778
7,"[2, 4, 4, 64, 64, 128, 512]",778
7,"[2, 8, 32, 32, 64, 128, 512]",778
8,"[2, 4, 4, 32, 32, 64, 128, 512]",778
8,"[2, 8, 16, 16, 32, 64, 128, 512]",778
9,"[2, 4, 4, 16, 16, 32, 64, 128, 512]",778
5,"[2, 2, 8, 256, 512]",780
6,"[2, 2, 8, 128, 128, 512]",780
6,"[4, 4, 4, 128, 128, 512]",780
6,"[4, 8, 64, 64, 128, 512]",780
7,"[2, 2, 8, 64, 64, 128, 512]",780
7,"[4, 4, 4, 64, 64, 128, 512]",780
7,"[4, 8, 32, 32, 64, 128, 512]",780
8,"[2, 2, 8, 32, 32, 64, 128, 512]",780
8,"[4, 4, 4, 32, 32, 64, 128, 512]",780
8,"[4, 8, 16, 16, 32, 64, 128, 512]",780
5,"[2, 4, 8, 256, 512]",782
6,"[2, 4, 8, 128, 128, 512]",782
7,"[2, 4, 8, 64, 64, 128, 512]",782
8,"[2, 4, 8, 32, 32, 64, 128, 512]",782
5,"[4, 4, 8, 256, 512]",784
6,"[2, 2, 4, 8, 256, 512]",784
6,"[4, 4, 8, 128, 128, 512]",784
7,"[2, 2, 4, 8, 128, 128, 512]",784
7,"[4, 4, 8, 64, 64, 128, 512]",784
8,"[2, 2, 4, 8, 64, 64, 128, 512]",784
8,"[4, 4, 8, 32, 32, 64, 128, 512]",784
5,"[2, 8, 8, 256, 512]",786
6,"[2, 4, 4, 8, 256, 512]",786
6,"[2, 8, 8, 128, 128, 512]",786
7,"[2, 4, 4, 8, 128, 128, 512]",786
7,"[2, 8, 8, 64, 64, 128, 512]",786
8,"[2, 4, 4, 8, 64, 64, 128, 512]",786
5,"[2, 2, 16, 256, 512]",788
5,"[4, 8, 8, 256, 512]",788
6,"[2, 2, 8, 8, 256, 512]",788
6,"[2, 2, 16, 128, 128, 512]",788
6,"[4, 4, 4, 8, 256, 512]",788
6,"[4, 8, 8, 128, 128, 512]",788
7,"[2, 2, 8, 8, 128, 128, 512]",788
7,"[4, 4, 4, 8, 128, 128, 512]",788
7,"[4, 8, 8, 64, 64, 128, 512]",788
5,"[2, 4, 16, 256, 512]",790
6,"[2, 4, 8, 8, 256, 512]",790
6,"[2, 4, 16, 128, 128, 512]",790
7,"[2, 4, 8, 8, 128, 128, 512]",790
5,"[4, 4, 16, 256, 512]",792
6,"[2, 2, 4, 16, 256, 512]",792
6,"[4, 4, 8, 8, 256, 512]",792
6,"[4, 4, 16, 128, 128, 512]",792
5,"[2, 8, 16, 256, 512]",794
6,"[2, 4, 4, 16, 256, 512]",794
5,"[4, 8, 16, 256, 512]",796
6,"[2, 2, 8, 16, 256, 512]",796
6,"[4, 4, 4, 16, 256, 512]",796
6,"[2, 4, 8, 16, 256, 512]",798
6,"[4, 4, 8, 16, 256, 512]",800
7,"[2, 2, 4, 8, 16, 256, 512]",800
6,"[2, 8, 8, 16, 256, 512]",802
7,"[2, 4, 4, 8, 16, 256, 512]",802
6,"[2, 2, 16, 16, 256, 512]",804
6,"[4, 8, 8, 16, 256, 512]",804
7,"[2, 2, 8, 8, 16, 256, 512]",804
7,"[4, 4, 4, 8, 16, 256, 512]",804
5,"[2, 4, 32, 256, 512]",806
6,"[2, 4, 16, 16, 256, 512]",806
7,"[2, 4, 8, 8, 16, 256, 512]",806
5,"[4, 4, 32, 256, 512]",808
6,"[2, 2, 4, 32, 256, 512]",808
6,"[4, 4, 16, 16, 256, 512]",808
7,"[2, 2, 4, 16, 16, 256, 512]",808
7,"[4, 4, 8, 8, 16, 256, 512]",808
5,"[2, 8, 32, 256, 512]",810
6,"[2, 4, 4, 32, 256, 512]",810
6,"[2, 8, 16, 16, 256, 512]",810
7,"[2, 4, 4, 16, 16, 256, 512]",810
5,"[4, 8, 32, 256, 512]",812
6,"[2, 2, 8, 32, 256, 512]",812
6,"[4, 4, 4, 32, 256, 512]",812
6,"[4, 8, 16, 16, 256, 512]",812
6,"[2, 4, 8, 32, 256, 512]",814
6,"[4, 4, 8, 32, 256, 512]",816
7,"[2, 2, 4, 8, 32, 256, 512]",816
6,"[2, 8, 8, 32, 256, 512]",818
7,"[2, 4, 4, 8, 32, 256, 512]",818
6,"[2, 2, 16, 32, 256, 512]",820
6,"[4, 8, 8, 32, 256, 512]",820
7,"[2, 2, 8, 8, 32, 256, 512]",820
7,"[4, 4, 4, 8, 32, 256, 512]",820
6,"[2, 4, 16, 32, 256, 512]",822
7,"[2, 4, 8, 8, 32, 256, 512]",822
6,"[4, 4, 16, 32, 256, 512]",824
7,"[2, 2, 4, 16, 32, 256, 512]",824
7,"[4, 4, 8, 8, 32, 256, 512]",824
6,"[2, 8, 16, 32, 256, 512]",826
7,"[2, 4, 4, 16, 32, 256, 512]",826
6,"[4, 8, 16, 32, 256, 512]",828
7,"[2, 2, 8, 16, 32, 256, 512]",828
7,"[4, 4, 4, 16, 32, 256, 512]",828
7,"[2, 4, 8, 16, 32, 256, 512]",830
7,"[4, 4, 8, 16, 32, 256, 512]",832
8,"[2, 2, 4, 8, 16, 32, 256, 512]",832
7,"[2, 8, 8, 16, 32, 256, 512]",834
8,"[2, 4, 4, 8, 16, 32, 256, 512]",834
7,"[2, 2, 16, 16, 32, 256, 512]",836
7,"[4, 8, 8, 16, 32, 256, 512]",836
8,"[2, 2, 8, 8, 16, 32, 256, 512]",836
8,"[4, 4, 4, 8, 16, 32, 256, 512]",836
6,"[2, 4, 32, 32, 256, 512]",838
7,"[2, 4, 16, 16, 32, 256, 512]",838
8,"[2, 4, 8, 8, 16, 32, 256, 512]",838
6,"[2, 2, 4, 64, 256, 512]",840
6,"[4, 4, 32, 32, 256, 512]",840
7,"[2, 2, 4, 32, 32, 256, 512]",840
7,"[4, 4, 16, 16, 32, 256, 512]",840
8,"[2, 2, 4, 16, 16, 32, 256, 512]",840
8,"[4, 4, 8, 8, 16, 32, 256, 512]",840
5,"[2, 8, 64, 256, 512]",842
6,"[2, 4, 4, 64, 256, 512]",842
6,"[2, 8, 32, 32, 256, 512]",842
7,"[2, 4, 4, 32, 32, 256, 512]",842
7,"[2, 8, 16, 16, 32, 256, 512]",842
8,"[2, 4, 4, 16, 16, 32, 256, 512]",842
5,"[4, 8, 64, 256, 512]",844
6,"[2, 2, 8, 64, 256, 512]",844
6,"[4, 4, 4, 64, 256, 512]",844
6,"[4, 8, 32, 32, 256, 512]",844
7,"[2, 2, 8, 32, 32, 256, 512]",844
7,"[4, 4, 4, 32, 32, 256, 512]",844
7,"[4, 8, 16, 16, 32, 256, 512]",844
6,"[2, 4, 8, 64, 256, 512]",846
7,"[2, 4, 8, 32, 32, 256, 512]",846
6,"[4, 4, 8, 64, 256, 512]",848
7,"[2, 2, 4, 8, 64, 256, 512]",848
7,"[4, 4, 8, 32, 32, 256, 512]",848
6,"[2, 8, 8, 64, 256, 512]",850
7,"[2, 4, 4, 8, 64, 256, 512]",850
6,"[2, 2, 16, 64, 256, 512]",852
6,"[4, 8, 8, 64, 256, 512]",852
7,"[2, 2, 8, 8, 64, 256, 512]",852
7,"[4, 4, 4, 8, 64, 256, 512]",852
6,"[2, 4, 16, 64, 256, 512]",854
7,"[2, 4, 8, 8, 64, 256, 512]",854
6,"[4, 4, 16, 64, 256, 512]",856
7,"[2, 2, 4, 16, 64, 256, 512]",856
7,"[4, 4, 8, 8, 64, 256, 512]",856
6,"[2, 8, 16, 64, 256, 512]",858
7,"[2, 4, 4, 16, 64, 256, 512]",858
6,"[4, 8, 16, 64, 256, 512]",860
7,"[2, 2, 8, 16, 64, 256, 512]",860
7,"[4, 4, 4, 16, 64, 256, 512]",860
7,"[2, 4, 8, 16, 64, 256, 512]",862
7,"[4, 4, 8, 16, 64, 256, 512]",864
8,"[2, 2, 4, 8, 16, 64, 256, 512]",864
7,"[2, 8, 8, 16, 64, 256, 512]",866
8,"[2, 4, 4, 8, 16, 64, 256, 512]",866
7,"[2, 2, 16, 16, 64, 256, 512]",868
7,"[4, 8, 8, 16, 64, 256, 512]",868
8,"[2, 2, 8, 8, 16, 64, 256, 512]",868
8,"[4, 4, 4, 8, 16, 64, 256, 512]",868
6,"[2, 4, 32, 64, 256, 512]",870
7,"[2, 4, 16, 16, 64, 256, 512]",870
8,"[2, 4, 8, 8, 16, 64, 256, 512]",870
6,"[4, 4, 32, 64, 256, 512]",872
7,"[2, 2, 4, 32, 64, 256, 512]",872
7,"[4, 4, 16, 16, 64, 256, 512]",872
8,"[2, 2, 4, 16, 16, 64, 256, 512]",872
8,"[4, 4, 8, 8, 16, 64, 256, 512]",872
6,"[2, 8, 32, 64, 256, 512]",874
7,"[2, 4, 4, 32, 64, 256, 512]",874
7,"[2, 8, 16, 16, 64, 256, 512]",874
8,"[2, 4, 4, 16, 16, 64, 256, 512]",874
6,"[4, 8, 32, 64, 256, 512]",876
7,"[2, 2, 8, 32, 64, 256, 512]",876
7,"[4, 4, 4, 32, 64, 256, 512]",876
7,"[4, 8, 16, 16, 64, 256, 512]",876
7,"[2, 4, 8, 32, 64, 256, 512]",878
7,"[4, 4, 8, 32, 64, 256, 512]",880
8,"[2, 2, 4, 8, 32, 64, 256, 512]",880
7,"[2, 8, 8, 32, 64, 256, 512]",882
8,"[2, 4, 4, 8, 32, 64, 256, 512]",882
7,"[2, 2, 16, 32, 64, 256, 512]",884
7,"[4, 8, 8, 32, 64, 256, 512]",884
8,"[2, 2, 8, 8, 32, 64, 256, 512]",884
8,"[4, 4, 4, 8, 32, 64, 256, 512]",884
7,"[2, 4, 16, 32, 64, 256, 512]",886
8,"[2, 4, 8, 8, 32, 64, 256, 512]",886
7,"[4, 4, 16, 32, 64, 256, 512]",888
8,"[2, 2, 4, 16, 32, 64, 256, 512]",888
8,"[4, 4, 8, 8, 32, 64, 256, 512]",888
7,"[2, 8, 16, 32, 64, 256, 512]",890
8,"[2, 4, 4, 16, 32, 64, 256, 512]",890
7,"[4, 8, 16, 32, 64, 256, 512]",892
8,"[2, 2, 8, 16, 32, 64, 256, 512]",892
8,"[4, 4, 4, 16, 32, 64, 256, 512]",892
8,"[2, 4, 8, 16, 32, 64, 256, 512]",894
8,"[4, 4, 8, 16, 32, 64, 256, 512]",896
9,"[2, 2, 4, 8, 16, 32, 64, 256, 512]",896
8,"[2, 8, 8, 16, 32, 64, 256, 512]",898
9,"[2, 4, 4, 8, 16, 32, 64, 256, 512]",898
8,"[2, 2, 16, 16, 32, 64, 256, 512]",900
8,"[4, 8, 8, 16, 32, 64, 256, 512]",900
9,"[2, 2, 8, 8, 16, 32, 64, 256, 512]",900
9,"[4, 4, 4, 8, 16, 32, 64, 256, 512]",900
7,"[2, 4, 32, 32, 64, 256, 512]",902
8,"[2, 4, 16, 16, 32, 64, 256, 512]",902
9,"[2, 4, 8, 8, 16, 32, 64, 256, 512]",902
7,"[2, 2, 4, 64, 64, 256, 512]",904
7,"[4, 4, 32, 32, 64, 256, 512]",904
8,"[2, 2, 4, 32, 32, 64, 256, 512]",904
8,"[4, 4, 16, 16, 32, 64, 256, 512]",904
9,"[2, 2, 4, 16, 16, 32, 64, 256, 512]",904
9,"[4, 4, 8, 8, 16, 32, 64, 256, 512]",904
6,"[2, 4, 4, 128, 256, 512]",906
6,"[2, 8, 64, 64, 256, 512]",906
7,"[2, 4, 4, 64, 64, 256, 512]",906
7,"[2, 8, 32, 32, 64, 256, 512]",906
8,"[2, 4, 4, 32, 32, 64, 256, 512]",906
8,"[2, 8, 16, 16, 32, 64, 256, 512]",906
9,"[2, 4, 4, 16, 16, 32, 64, 256, 512]",906
6,"[2, 2, 8, 128, 256, 512]",908
6,"[4, 4, 4, 128, 256, 512]",908
6,"[4, 8, 64, 64, 256, 512]",908
7,"[2, 2, 8, 64, 64, 256, 512]",908
7,"[4, 4, 4, 64, 64, 256, 512]",908
7,"[4, 8, 32, 32, 64, 256, 512]",908
8,"[2, 2, 8, 32, 32, 64, 256, 512]",908
8,"[4, 4, 4, 32, 32, 64, 256, 512]",908
8,"[4, 8, 16, 16, 32, 64, 256, 512]",908
6,"[2, 4, 8, 128, 256, 512]",910
7,"[2, 4, 8, 64, 64, 256, 512]",910
8,"[2, 4, 8, 32, 32, 64, 256, 512]",910
6,"[4, 4, 8, 128, 256, 512]",912
7,"[2, 2, 4, 8, 128, 256, 512]",912
7,"[4, 4, 8, 64, 64, 256, 512]",912
8,"[2, 2, 4, 8, 64, 64, 256, 512]",912
8,"[4, 4, 8, 32, 32, 64, 256, 512]",912
6,"[2, 8, 8, 128, 256, 512]",914
7,"[2, 4, 4, 8, 128, 256, 512]",914
7,"[2, 8, 8, 64, 64, 256, 512]",914
8,"[2, 4, 4, 8, 64, 64, 256, 512]",914
6,"[2, 2, 16, 128, 256, 512]",916
6,"[4, 8, 8, 128, 256, 512]",916
7,"[2, 2, 8, 8, 128, 256, 512]",916
7,"[4, 4, 4, 8, 128, 256, 512]",916
7,"[4, 8, 8, 64, 64, 256, 512]",916
6,"[2, 4, 16, 128, 256, 512]",918
7,"[2, 4, 8, 8, 128, 256, 512]",918
6,"[4, 4, 16, 128, 256, 512]",920
7,"[2, 2, 4, 16, 128, 256, 512]",920
7,"[4, 4, 8, 8, 128, 256, 512]",920
6,"[2, 8, 16, 128, 256, 512]",922
7,"[2, 4, 4, 16, 128, 256, 512]",922
6,"[4, 8, 16, 128, 256, 512]",924
7,"[2, 2, 8, 16, 128, 256, 512]",924
7,"[4, 4, 4, 16, 128, 256, 512]",924
7,"[2, 4, 8, 16, 128, 256, 512]",926
7,"[4, 4, 8, 16, 128, 256, 512]",928
8,"[2, 2, 4, 8, 16, 128, 256, 512]",928
7,"[2, 8, 8, 16, 128, 256, 512]",930
8,"[2, 4, 4, 8, 16, 128, 256, 512]",930
7,"[2, 2, 16, 16, 128, 256, 512]",932
7,"[4, 8, 8, 16, 128, 256, 512]",932
8,"[2, 2, 8, 8, 16, 128, 256, 512]",932
8,"[4, 4, 4, 8, 16, 128, 256, 512]",932
6,"[2, 4, 32, 128, 256, 512]",934
7,"[2, 4, 16, 16, 128, 256, 512]",934
8,"[2, 4, 8, 8, 16, 128, 256, 512]",934
6,"[4, 4, 32, 128, 256, 512]",936
7,"[2, 2, 4, 32, 128, 256, 512]",936
7,"[4, 4, 16, 16, 128, 256, 512]",936
8,"[2, 2, 4, 16, 16, 128, 256, 512]",936
8,"[4, 4, 8, 8, 16, 128, 256, 512]",936
6,"[2, 8, 32, 128, 256, 512]",938
7,"[2, 4, 4, 32, 128, 256, 512]",938
7,"[2, 8, 16, 16, 128, 256, 512]",938
8,"[2, 4, 4, 16, 16, 128, 256, 512]",938
6,"[4, 8, 32, 128, 256, 512]",940
7,"[2, 2, 8, 32, 128, 256, 512]",940
7,"[4, 4, 4, 32, 128, 256, 512]",940
7,"[4, 8, 16, 16, 128, 256, 512]",940
7,"[2, 4, 8, 32, 128, 256, 512]",942
7,"[4, 4, 8, 32, 128, 256, 512]",944
8,"[2, 2, 4, 8, 32, 128, 256, 512]",944
7,"[2, 8, 8, 32, 128, 256, 512]",946
8,"[2, 4, 4, 8, 32, 128, 256, 512]",946
7,"[2, 2, 16, 32, 128, 256, 512]",948
7,"[4, 8, 8, 32, 128, 256, 512]",948
8,"[2, 2, 8, 8, 32, 128, 256, 512]",948
8,"[4, 4, 4, 8, 32, 128, 256, 512]",948
7,"[2, 4, 16, 32, 128, 256, 512]",950
8,"[2, 4, 8, 8, 32, 128, 256, 512]",950
7,"[4, 4, 16, 32, 128, 256, 512]",952
8,"[2, 2, 4, 16, 32, 128, 256, 512]",952
8,"[4, 4, 8, 8, 32, 128, 256, 512]",952
7,"[2, 8, 16, 32, 128, 256, 512]",954
8,"[2, 4, 4, 16, 32, 128, 256, 512]",954
7,"[4, 8, 16, 32, 128, 256, 512]",956
8,"[2, 2, 8, 16, 32, 128, 256, 512]",956
8,"[4, 4, 4, 16, 32, 128, 256, 512]",956
8,"[2, 4, 8, 16, 32, 128, 256, 512]",958
8,"[4, 4, 8, 16, 32, 128, 256, 512]",960
9,"[2, 2, 4, 8, 16, 32, 128, 256, 512]",960
8,"[2, 8, 8, 16, 32, 128, 256, 512]",962
9,"[2, 4, 4, 8, 16, 32, 128, 256, 512]",962
8,"[2, 2, 16, 16, 32, 128, 256, 512]",964
8,"[4, 8, 8, 16, 32, 128, 256, 512]",964
9,"[2, 2, 8, 8, 16, 32, 128, 256, 512]",964
9,"[4, 4, 4, 8, 16, 32, 128, 256, 512]",964
7,"[2, 4, 32, 32, 128, 256, 512]",966
8,"[2, 4, 16, 16, 32, 128, 256, 512]",966
9,"[2, 4, 8, 8, 16, 32, 128, 256, 512]",966
7,"[2, 2, 4, 64, 128, 256, 512]",968
7,"[4, 4, 32, 32, 128, 256, 512]",968
8,"[2, 2, 4, 32, 32, 128, 256, 512]",968
8,"[4, 4, 16, 16, 32, 128, 256, 512]",968
9,"[2, 2, 4, 16, 16, 32, 128, 256, 512]",968
9,"[4, 4, 8, 8, 16, 32, 128, 256, 512]",968
6,"[2, 8, 64, 128, 256, 512]",970
7,"[2, 4, 4, 64, 128, 256, 512]",970
7,"[2, 8, 32, 32, 128, 256, 512]",970
8,"[2, 4, 4, 32, 32, 128, 256, 512]",970
8,"[2, 8, 16, 16, 32, 128, 256, 512]",970
9,"[2, 4, 4, 16, 16, 32, 128, 256, 512]",970
6,"[4, 8, 64, 128, 256, 512]",972
7,"[2, 2, 8, 64, 128, 256, 512]",972
7,"[4, 4, 4, 64, 128, 256, 512]",972
7,"[4, 8, 32, 32, 128, 256, 512]",972
8,"[2, 2, 8, 32, 32, 128, 256, 512]",972
8,"[4, 4, 4, 32, 32, 128, 256, 512]",972
8,"[4, 8, 16, 16, 32, 128, 256, 512]",972
7,"[2, 4, 8, 64, 128, 256, 512]",974
8,"[2, 4, 8, 32, 32, 128, 256, 512]",974
7,"[4, 4, 8, 64, 128, 256, 512]",976
8,"[2, 2, 4, 8, 64, 128, 256, 512]",976
8,"[4, 4, 8, 32, 32, 128, 256, 512]",976
7,"[2, 8, 8, 64, 128, 256, 512]",978
8,"[2, 4, 4, 8, 64, 128, 256, 512]",978
7,"[2, 2, 16, 64, 128, 256, 512]",980
7,"[4, 8, 8, 64, 128, 256, 512]",980
8,"[2, 2, 8, 8, 64, 128, 256, 512]",980
8,"[4, 4, 4, 8, 64, 128, 256, 512]",980
7,"[2, 4, 16, 64, 128, 256, 512]",982
8,"[2, 4, 8, 8, 64, 128, 256, 512]",982
7,"[4, 4, 16, 64, 128, 256, 512]",984
8,"[2, 2, 4, 16, 64, 128, 256, 512]",984
8,"[4, 4, 8, 8, 64, 128, 256, 512]",984
7,"[2, 8, 16, 64, 128, 256, 512]",986
8,"[2, 4, 4, 16, 64, 128, 256, 512]",986
7,"[4, 8, 16, 64, 128, 256, 512]",988
8,"[2, 2, 8, 16, 64, 128, 256, 512]",988
8,"[4, 4, 4, 16, 64, 128, 256, 512]",988
8,"[2, 4, 8, 16, 64, 128, 256, 512]",990
8,"[4, 4, 8, 16, 64, 128, 256, 512]",992
9,"[2, 2, 4, 8, 16, 64, 128, 256, 512]",992
8,"[2, 8, 8, 16, 64, 128, 256, 512]",994
9,"[2, 4, 4, 8, 16, 64, 128, 256, 512]",994
8,"[2, 2, 16, 16, 64, 128, 256, 512]",996
8,"[4, 8, 8, 16, 64, 128, 256, 512]",996
9,"[2, 2, 8, 8, 16, 64, 128, 256, 512]",996
9,"[4, 4, 4, 8, 16, 64, 128, 256, 512]",996
7,"[2, 4, 32, 64, 128, 256, 512]",998
8,"[2, 4, 16, 16, 64, 128, 256, 512]",998
9,"[2, 4, 8, 8, 16, 64, 128, 256, 512]",998
7,"[4, 4, 32, 64, 128, 256, 512]",1000
8,"[2, 2, 4, 32, 64, 128, 256, 512]",1000
8,"[4, 4, 16, 16, 64, 128, 256, 512]",1000
9,"[2, 2, 4, 16, 16, 64, 128, 256, 512]",1000
9,"[4, 4, 8, 8, 16, 64, 128, 256, 512]",1000
7,"[2, 8, 32, 64, 128, 256, 512]",1002
8,"[2, 4, 4, 32, 64, 128, 256, 512]",1002
8,"[2, 8, 16, 16, 64, 128, 256, 512]",1002
9,"[2, 4, 4, 16, 16, 64, 128, 256, 512]",1002
7,"[4, 8, 32, 64, 128, 256, 512]",1004
8,"[2, 2, 8, 32, 64, 128, 256, 512]",1004
8,"[4, 4, 4, 32, 64, 128, 256, 512]",1004
8,"[4, 8, 16, 16, 64, 128, 256, 512]",1004
8,"[2, 4, 8, 32, 64, 128, 256, 512]",1006
8,"[4, 4, 8, 32, 64, 128, 256, 512]",1008
9,"[2, 2, 4, 8, 32, 64, 128, 256, 512]",1008
8,"[2, 8, 8, 32, 64, 128, 256, 512]",1010
9,"[2, 4, 4, 8, 32, 64, 128, 256, 512]",1010
8,"[2, 2, 16, 32, 64, 128, 256, 512]",1012
8,"[4, 8, 8, 32, 64, 128, 256, 512]",1012
9,"[2, 2, 8, 8, 32, 64, 128, 256, 512]",1012
9,"[4, 4, 4, 8, 32, 64, 128, 256, 512]",1012
8,"[2, 4, 16, 32, 64, 128, 256, 512]",1014
9,"[2, 4, 8, 8, 32, 64, 128, 256, 512]",1014
8,"[4, 4, 16, 32, 64, 128, 256, 512]",1016
9,"[2, 2, 4, 16, 32, 64, 128, 256, 512]",1016
9,"[4, 4, 8, 8, 32, 64, 128, 256, 512]",1016
8,"[2, 8, 16, 32, 64, 128, 256, 512]",1018
9,"[2, 4, 4, 16, 32, 64, 128, 256, 512]",1018
8,"[4, 8, 16, 32, 64, 128, 256, 512]",1020
9,"[2, 2, 8, 16, 32, 64, 128, 256, 512]",1020
9,"[4, 4, 4, 16, 32, 64, 128, 256, 512]",1020
9,"[2, 4, 8, 16, 32, 64, 128, 256, 512]",1022
9,"[4, 4, 8, 16, 32, 64, 128, 256, 512]",1024
10,"[2, 2, 4, 8, 16, 32, 64, 128, 256, 512]",1024
9,"[2, 8, 8, 16, 32, 64, 128, 256, 512]",1026
10,"[2, 4, 4, 8, 16, 32, 64, 128, 256, 512]",1026
9,"[2, 2, 16, 16, 32, 64, 128, 256, 512]",1028
9,"[4, 8, 8, 16, 32, 64, 128, 256, 512]",1028
10,"[2, 2, 8, 8, 16, 32, 64, 128, 256, 512]",1028
10,"[4, 4, 4, 8, 16, 32, 64, 128, 256, 512]",1028
8,"[2, 4, 32, 32, 64, 128, 256, 512]",1030
9,"[2, 4, 16, 16, 32, 64, 128, 256, 512]",1030
10,"[2, 4, 8, 8, 16, 32, 64, 128, 256, 512]",1030
8,"[2, 2, 4, 64, 64, 128, 256, 512]",1032
8,"[4, 4, 32, 32, 64, 128, 256, 512]",1032
9,"[2, 2, 4, 32, 32, 64, 128, 256, 512]",1032
9,"[4, 4, 16, 16, 32, 64, 128, 256, 512]",1032
10,"[2, 2, 4, 16, 16, 32, 64, 128, 256, 512]",1032
10,"[4, 4, 8, 8, 16, 32, 64, 128, 256, 512]",1032
7,"[2, 4, 4, 128, 128, 256, 512]",1034
7,"[2, 8, 64, 64, 128, 256, 512]",1034
8,"[2, 4, 4, 64, 64, 128, 256, 512]",1034
8,"[2, 8, 32, 32, 64, 128, 256, 512]",1034
9,"[2, 4, 4, 32, 32, 64, 128, 256, 512]",1034
9,"[2, 8, 16, 16, 32, 64, 128, 256, 512]",1034
10,"[2, 4, 4, 16, 16, 32, 64, 128, 256, 512]",1034
6,"[2, 2, 8, 256, 256, 512]",1036
7,"[2, 2, 8, 128, 128, 256, 512]",1036
7,"[4, 4, 4, 128, 128, 256, 512]",1036
7,"[4, 8, 64, 64, 128, 256, 512]",1036
8,"[2, 2, 8, 64, 64, 128, 256, 512]",1036
8,"[4, 4, 4, 64, 64, 128, 256, 512]",1036
8,"[4, 8, 32, 32, 64, 128, 256, 512]",1036
9,"[2, 2, 8, 32, 32, 64, 128, 256, 512]",1036
9,"[4, 4, 4, 32, 32, 64, 128, 256, 512]",1036
9,"[4, 8, 16, 16, 32, 64, 128, 256, 512]",1036
5,"[2, 4, 8, 512, 512]",1038
6,"[2, 4, 8, 256, 256, 512]",1038
7,"[2, 4, 8, 128, 128, 256, 512]",1038
8,"[2, 4, 8, 64, 64, 128, 256, 512]",1038
9,"[2, 4, 8, 32, 32, 64, 128, 256, 512]",1038
5,"[2, 2, 4, 8, 1024]",1040
5,"[4, 4, 8, 512, 512]",1040
6,"[2, 2, 4, 8, 512, 512]",1040
6,"[4, 4, 8, 256, 256, 512]",1040
7,"[2, 2, 4, 8, 256, 256, 512]",1040
7,"[4, 4, 8, 128, 128, 256, 512]",1040
8,"[2, 2, 4, 8, 128, 128, 256, 512]",1040
8,"[4, 4, 8, 64, 64, 128, 256, 512]",1040
